iter	Logloss
291	0.2800183243
292	0.279855898
293	0.2793546958
294	0.279060709
295	0.2785219231
296	0.2781799634
297	0.2778527826
298	0.2773986987
299	0.2769895108
300	0.2768421401
301	0.276445667
302	0.2757634731
303	0.2754213662
304	0.27511798
305	0.274792116
306	0.2741405979
307	0.2737787216
308	0.2733897381
309	0.2728765157
310	0.2726090839
311	0.2721898986
312	0.2719118673
313	0.2715141258
314	0.2712491687
315	0.2706403453
316	0.2702992866
317	0.2700051577
318	0.2696549954
319	0.2691801878
320	0.269054344
321	0.2685144543
322	0.2682197775
323	0.2679744646
324	0.2677378567
325	0.2674809854
326	0.2669774093
327	0.2665163256
328	0.2662107756
329	0.2660268983
330	0.2656415936
331	0.2653691704
332	0.2651437732
333	0.2648790109
334	0.2644016716
335	0.2641815648
336	0.263477728
337	0.2634112104
338	0.263093934
339	0.2628641248
340	0.2625989832
341	0.262112426
342	0.2617665154
343	0.261395992
344	0.2610762836
345	0.2607793304
346	0.2605485656
347	0.2602705563
348	0.2598485577
349	0.2593393104
350	0.2590474906
351	0.2588436301
352	0.2583507664
353	0.2579442449
354	0.2574286531
355	0.2571009303
356	0.2569526977
357	0.2567945982
358	0.2563526058
359	0.2559663362
360	0.2556089008
361	0.2552930753
362	0.2550760033
363	0.2547596996
364	0.2546910548
365	0.2541525403
366	0.2538355913
367	0.2534304007
368	0.2530462143
369	0.2527373589
370	0.2522886121
371	0.2521251681
372	0.2518864601
373	0.2515034203
374	0.2511569406
375	0.2509773189
376	0.2506851999
377	0.2505496862
378	0.2502656143
379	0.2500834869
380	0.2499678117
381	0.2495551185
382	0.249338319
383	0.2489782035
384	0.2486422806
385	0.2484796603
386	0.2480957533
387	0.2478915036
388	0.2477074418
389	0.2472306523
390	0.2470144192
391	0.2467260617
392	0.2465873982
393	0.2462971038
394	0.2459401953
395	0.2456860953
396	0.2453192094
397	0.245167157
398	0.244809462
399	0.2445229268
400	0.2442426854
401	0.2438822719
402	0.2434271141
403	0.2433598169
404	0.2430380155
405	0.2427680925
406	0.2425424555
407	0.2422519667
408	0.2420637958
409	0.2416618585
410	0.2413029495
411	0.2409556125
412	0.2408094077
413	0.2401750987
414	0.2398501711
415	0.239632488
416	0.2393547024
417	0.2388959312
418	0.2388171163
419	0.2385621852
420	0.2382955489
421	0.23803296
422	0.237735668
423	0.2374624566
424	0.2371755165
425	0.2369187884
426	0.2366795555
427	0.2364732298
428	0.2362061944
429	0.236107151
430	0.2359604583
431	0.2358766266
432	0.2358065334
433	0.23548658
434	0.2352813673
435	0.2350361194
436	0.2347408049
437	0.2345357859
438	0.2343803711
439	0.2341089352
440	0.2336888289
441	0.2333244227
442	0.2330851391
443	0.2328038515
444	0.2323615761
445	0.2319385626
446	0.231679032
447	0.231505842
448	0.2313338949
449	0.2308262342
450	0.2306401413
451	0.2304307834
452	0.2301794097
453	0.2297965262
454	0.2294822409
455	0.2292645845
456	0.2291272887
457	0.228997945
458	0.2288386753
459	0.2286234577
460	0.2284094812
461	0.2281033601
462	0.2279824917
463	0.2276936523
464	0.2274947178
465	0.2271060314
466	0.2270515703
467	0.2267363333
468	0.2264832831
469	0.2263190017
470	0.2260548183
471	0.2259527926
472	0.2257839563
473	0.2255643022
474	0.2254468543
475	0.2253886506
476	0.2250380326
477	0.2248523069
478	0.2245092642
479	0.2243950111
480	0.2242434917
481	0.2239374693
482	0.2237828628
483	0.2236223111
484	0.2234271138
485	0.2231838577
486	0.2231677806
487	0.223020827
488	0.2229922788
489	0.2227176889
490	0.2225786135
491	0.222345697
492	0.2220421775
493	0.2218029205
494	0.22149287
495	0.221272376
496	0.2210186082
497	0.2207173743
498	0.2204522661
499	0.2201205023
500	0.2198550631
501	0.2197042734
502	0.2194750027
503	0.2191783009
504	0.2189697607
505	0.2188942628
506	0.2186903788
507	0.2184066313
508	0.2183189341
509	0.2181131581
510	0.2177440928
511	0.2175331092
512	0.217306876
513	0.217081354
514	0.216965159
515	0.2168265798
516	0.2167503595
517	0.2165361523
518	0.2161409631
519	0.2158476831
520	0.2156349178
521	0.2155006425
522	0.2154317498
523	0.2151035506
524	0.2148229641
525	0.2146963933
526	0.2144942701
527	0.2143308533
528	0.2140295832
529	0.2138056003
530	0.2136170113
531	0.2135143301
532	0.2133593089
533	0.2131200173
534	0.2130373488
535	0.2128608109
536	0.2126127177
537	0.2123280023
538	0.2121645034
539	0.2120643512
540	0.2117188437
541	0.2112743123
542	0.2110695836
543	0.2107880147
544	0.2106271008
545	0.2104717841
546	0.2102717506
547	0.2098685954
548	0.2096028879
549	0.2095385515
550	0.2093183116
551	0.209043485
552	0.2087158028
553	0.2083805782
554	0.2082658935
555	0.2080130105
556	0.2079435359
557	0.207698562
558	0.2074925924
559	0.207421618
560	0.2072032929
561	0.2068950024
562	0.2067355488
563	0.2066074915
564	0.2063905685
565	0.2062019812
566	0.2059672766
567	0.2057240958
568	0.2056556314
569	0.2055046834
570	0.2051656712
571	0.2047908374
572	0.2046646534
573	0.2042497377
574	0.204085661
575	0.2039103907
576	0.2037886246
577	0.2036881857
578	0.2035450636
579	0.2033214048
580	0.2031584228
581	0.2030878138
582	0.2028992271
583	0.202791941
584	0.2027126919
585	0.2024679708
586	0.2022552241
587	0.2020886132
588	0.2018983128
589	0.2016394082
590	0.2015659084
591	0.2014129162
592	0.2012830565
593	0.2009554138
594	0.2008867998
595	0.2007495107
596	0.2006329155
597	0.2003945777
598	0.2003102869
599	0.2000296498
600	0.1999503547
601	0.1996498241
602	0.1996002348
603	0.1994328498
604	0.1993403753
605	0.1991455395
606	0.1988662388
607	0.1987306365
608	0.1986248743
609	0.1985116453
610	0.1984653727
611	0.1983592596
612	0.1981142204
613	0.1977812411
614	0.1975404533
615	0.1972282346
616	0.1970460573
617	0.1969156714
618	0.1966706645
619	0.1965979872
620	0.1964548128
621	0.1962906443
622	0.196094184
623	0.1958637063
624	0.1956390983
625	0.1955455233
626	0.1955022461
627	0.1954283726
628	0.1953404103
629	0.1952345601
630	0.1951450347
631	0.1949889558
632	0.1949647739
633	0.1945974743
634	0.1942298203
635	0.1940350653
636	0.193752328
637	0.1935255639
638	0.1933768121
639	0.1931920466
640	0.193003547
641	0.1929353893
642	0.1927857068
643	0.1926724522
644	0.1923982161
645	0.1922826389
646	0.1921670027
647	0.1920450209
648	0.191933771
649	0.1917760149
650	0.1917420441
651	0.1916348311
652	0.1913688635
653	0.1912964342
654	0.1911893113
655	0.1909863868
656	0.1908676859
657	0.1906761756
658	0.1904820056
659	0.1901576465
660	0.189909636
661	0.1897595251
662	0.1895618979
663	0.1893442261
664	0.1891076444
665	0.188963837
666	0.188858872
667	0.1886818565
668	0.1885141378
669	0.1881734132
670	0.1879602309
671	0.1878004926
672	0.1875645883
673	0.1873372868
674	0.1872213553
675	0.1870877372
676	0.1868678315
677	0.1867947229
678	0.1866167548
679	0.1864034043
680	0.1862848357
681	0.1861162745
682	0.1856478825
683	0.1854680149
684	0.1851359529
685	0.1850529373
686	0.1849758221
687	0.1849661252
688	0.1847997966
689	0.1846811446
690	0.1845467815
691	0.1844395736
692	0.1843470427
693	0.1840516575
694	0.183881933
695	0.1836710746
696	0.1834918906
697	0.1833210665
698	0.1832146798
699	0.1831061432
700	0.1829822152
701	0.1826240982
702	0.1825503765
703	0.1823960877
704	0.1822113704
705	0.1820703794
706	0.1818637967
707	0.1817544259
708	0.1815758133
709	0.1815607635
710	0.1814409078
711	0.1813513729
712	0.1811760836
713	0.1808800254
714	0.180793349
715	0.1805819351
716	0.1804337999
717	0.1803703381
718	0.1802464694
719	0.1800731915
720	0.1797791403
721	0.1796432654
722	0.1794493243
723	0.1793204779
724	0.1791142159
725	0.1790347295
726	0.1789185573
727	0.1787469231
728	0.1786750159
729	0.1785146465
730	0.1783391264
731	0.1780958392
732	0.1780085406
733	0.177822822
734	0.1776114508
735	0.1775284672
736	0.1774321387
737	0.1773821513
738	0.1772958563
739	0.1771221654
740	0.1769168312
741	0.1768555404
742	0.1766903819
743	0.1765074146
744	0.1763825118
745	0.1761839634
746	0.176135522
747	0.1759354558
748	0.1757084149
749	0.1756315086
750	0.1755120519
751	0.1753561993
752	0.175223755
753	0.1748913982
754	0.174547826
755	0.1743438617
756	0.1742687862
757	0.174101799
758	0.1738611827
759	0.1736164878
760	0.1734924354
761	0.1734109743
762	0.1732157352
763	0.1730226766
764	0.1728480341
765	0.1726986374
766	0.1726178635
767	0.1723618815
768	0.1722825216
769	0.1721873748
770	0.1721676778
771	0.1721105081
772	0.1719618481
773	0.171830465
774	0.1716937143
775	0.1715045132
776	0.1712507081
777	0.1711288512
778	0.1707521865
779	0.1706284621
780	0.1704330419
781	0.1703649044
782	0.1702217061
783	0.1700817043
784	0.1699897094
785	0.1698828232
786	0.1698156524
787	0.1697036544
788	0.1696031471
789	0.1694282395
790	0.1692447889
791	0.1692189624
792	0.1690496162
793	0.1688796812
794	0.1687893393
795	0.1687325422
796	0.1685649579
797	0.1684962898
798	0.1684091703
799	0.1683354075
800	0.1682329983
801	0.1680182007
802	0.1679183444
803	0.1677822727
804	0.1676423663
805	0.1675204451
806	0.1673470773
807	0.1672230587
808	0.1671300006
809	0.1670526718
810	0.1668605428
811	0.1668102364
812	0.1666529496
813	0.1665644492
814	0.1665173933
815	0.1663143228
816	0.1662052814
817	0.1661552231
818	0.1660393349
819	0.1658814537
820	0.165840342
821	0.1657056765
822	0.1656455689
823	0.1655175927
824	0.1654249877
825	0.165356844
826	0.1651932072
827	0.1649853304
828	0.1648253808
829	0.1646794038
830	0.1646029297
831	0.1644246178
832	0.1643690789
833	0.1642357652
834	0.1640914886
835	0.1639501859
836	0.1638914255
837	0.1637789268
838	0.1637182059
839	0.1636325635
840	0.1634024261
841	0.1632955499
842	0.1631140154
843	0.163017209
844	0.1629395016
845	0.1628831069
846	0.1628082123
847	0.1626379916
848	0.1624762263
849	0.1623604413
850	0.1621591084
851	0.1621222405
852	0.1619728242
853	0.1617501405
854	0.1615642989
855	0.1614003056
856	0.1613369927
857	0.1612573423
858	0.1610711062
859	0.1609277519
860	0.1606893927
861	0.1605836619
862	0.1604328536
863	0.1603120303
864	0.1601361325
865	0.1600376229
866	0.1599440596
867	0.1598014355
868	0.1596058021
869	0.1594645719
870	0.1592529324
871	0.1591612235
872	0.1590197027
873	0.1589380999
874	0.1587956649
875	0.1586819721
876	0.1584294645
877	0.1583574883
878	0.1582471421
879	0.1581320518
880	0.1580830923
881	0.1579326532
882	0.1577132223
883	0.157575047
884	0.15742274
885	0.1573107936
886	0.1571296249
887	0.1570485247
888	0.1568311893
889	0.156734431
890	0.1564763637
891	0.1563488206
892	0.1561613488
893	0.1560998268
894	0.1559281379
895	0.1558426273
896	0.1556943923
897	0.1554999004
898	0.1554301191
899	0.1553702561
900	0.1552943758
901	0.1552413635
902	0.1551527184
903	0.1550541716
904	0.1549805406
905	0.1546766762
906	0.1545322582
907	0.1543201906
908	0.1542047673
909	0.1541236265
910	0.154022832
911	0.1538852474
912	0.1538681451
913	0.1538231466
914	0.1537787278
915	0.1536693101
916	0.1535960544
917	0.1533391702
918	0.1532960726
919	0.153176223
920	0.1530357187
921	0.1528709483
922	0.1527745819
923	0.1525744875
924	0.1523687824
925	0.1522147995
926	0.1520461161
927	0.1520175587
928	0.1519456883
929	0.1518760708
930	0.1516781248
931	0.1516409982
932	0.1514748609
933	0.1513164384
934	0.1511606353
935	0.1510423665
936	0.150880405
937	0.150734401
938	0.1506775314
939	0.1506369174
940	0.1504100654
941	0.1502873866
942	0.1501086933
943	0.1500332488
944	0.1499939997
945	0.1499471967
946	0.1498336612
947	0.1497914238
948	0.1497031243
949	0.1496353951
950	0.1494634917
951	0.1493414587
952	0.1493217897
953	0.1492592229
954	0.1491385096
955	0.1489846539
956	0.1489249705
957	0.1488259954
958	0.1487748708
959	0.1485425311
960	0.1484191674
961	0.1483750957
962	0.1481778383
963	0.1480091554
964	0.1478679547
965	0.1477942345
966	0.1476919304
967	0.1476291401
968	0.1475300081
969	0.1473546122
970	0.1472984124
971	0.1472638255
972	0.1471686366
973	0.1470191194
974	0.1468967524
975	0.1467962919
976	0.1466222963
977	0.1465697583
978	0.1465038171
979	0.1464455399
980	0.1463023376
981	0.1461004126
982	0.1460430172
983	0.1458974857
984	0.1457089599
985	0.1455270873
986	0.1453799014
987	0.1452345118
988	0.1451081119
989	0.1450276663
990	0.1449148879
991	0.1447316826
992	0.1447165797
993	0.1446477962
994	0.1445712799
995	0.1444640449
996	0.1442947253
997	0.1442021162
998	0.1440675944
999	0.1439929795
